Individual,Fitness
((-0.75*((pair_expected_work_power+(machine_capacity>machine_cooldown))*((job_relative_deadline>pair_expected_work_power)--1.25)))*((pair_expected_work_power+((machine_processing_cost_fixed*pair_expected_work_power)>machine_cooldown))*(((job_relative_deadline>job_relative_deadline)>pair_expected_work_power)-2.5))),385.54165616998097
(-0.75*((pair_expected_work_power+(machine_capacity>machine_cooldown))*(((job_relative_deadline>job_relative_deadline)>pair_expected_work_power)--1.25))),385.54165616998097
(-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*(pair_number_of_alternative_machines/((-1.75>(((pair_expected_work_power+(machine_capacity>machine_cooldown))*((job_relative_deadline>pair_expected_work_power)--1.25))/(warehouse_utilization_rate*(machine_processing_cost_per_second>((machine_replacement_cooldown>(pair_number_of_alternative_operations/-5.0))>-6.75)))))*(machine_processing_cost_per_second>(((-1.75>4.5)>(pair_number_of_alternative_operations/(pair_number_of_alternative_machines/machine_processing_cost_fixed)))*pair_expected_work_power)))))>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)--1.25))),385.54165616998097
(-0.75*((pair_expected_work_power+(((machine_processing_cost_per_second-machine_processing_cost_fixed)*machine_processing_cost_fixed)>machine_cooldown))*(((job_relative_deadline>-4.0)>pair_expected_work_power)--1.25))),385.54165616998097
(-0.75*(((((-1.75>4.5)>((machine_processing_cost_fixed*(pair_number_of_alternative_machines/((-1.75>(machine_capacity/(warehouse_utilization_rate*(machine_processing_cost_per_second>((machine_replacement_cooldown>(pair_number_of_alternative_operations/-5.0))>pair_expected_work_power)))))*(machine_processing_cost_per_second>(((-1.75>4.5)>(pair_number_of_alternative_operations/(pair_number_of_alternative_machines/machine_processing_cost_fixed)))>pair_expected_work_power)))))/-5.0))>pair_expected_work_power)+(4.5>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)--6.75))),385.54165616998097
(-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*pair_expected_work_power)>machine_cooldown))*(((job_relative_deadline>job_relative_deadline)>pair_expected_work_power)--1.25))),385.54165616998097
(-0.75*((pair_expected_work_power+(machine_processing_cost_fixed>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)-(warehouse_utilization_rate*(machine_processing_cost_per_second>(6.5>pair_expected_work_power)))))),385.54165616998097
(-0.75*(((((-1.75>4.5)>((machine_processing_cost_fixed*(pair_number_of_alternative_machines/((-1.75>(machine_capacity/(warehouse_utilization_rate*(machine_processing_cost_per_second>((machine_replacement_cooldown>(pair_number_of_alternative_operations/-5.0))>pair_expected_work_power)))))*(machine_processing_cost_per_second>((pair_expected_work_power>6.5)>pair_expected_work_power)))))/-5.0))>pair_expected_work_power)+(4.5>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)--6.75))),385.54165616998097
(-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*(pair_number_of_alternative_machines/((-1.75>(((pair_expected_work_power+(machine_capacity>machine_cooldown))*((job_relative_deadline>pair_expected_work_power)--1.25))/(warehouse_utilization_rate*(machine_processing_cost_per_second>((machine_replacement_cooldown>(pair_number_of_alternative_operations/-5.0))>-6.75)))))*(machine_processing_cost_per_second>(((-1.75>4.5)>(pair_number_of_alternative_operations/(pair_number_of_alternative_machines/machine_processing_cost_fixed)))>pair_expected_work_power)))))>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)--1.25))),385.54165616998097
(-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*(pair_number_of_alternative_machines/((-1.75>(machine_capacity/(warehouse_utilization_rate*(machine_processing_cost_per_second>((machine_replacement_cooldown>(pair_number_of_alternative_operations/-5.0))>pair_expected_work_power)))))*(machine_processing_cost_per_second>((((job_relative_deadline>job_relative_deadline)>4.5)>(pair_number_of_alternative_operations/(pair_number_of_alternative_machines/job_relative_deadline)))>pair_expected_work_power)))))>machine_cooldown))*((((job_relative_deadline>6.5)>pair_expected_work_power)--6.75)--1.25))),385.54165616998097
(-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*(pair_number_of_alternative_machines/((-1.75>(machine_capacity/(warehouse_utilization_rate*(machine_processing_cost_per_second>((machine_replacement_cooldown>(pair_number_of_alternative_operations/-5.0))>pair_expected_work_power)))))*(machine_processing_cost_per_second>((((job_relative_deadline>job_relative_deadline)>4.5)>(pair_number_of_alternative_operations/(pair_number_of_alternative_machines/job_relative_deadline)))>pair_expected_work_power)))))>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)--1.25))),385.54165616998097
(-0.75*(((((-1.75>4.5)>(machine_capacity/-5.0))>pair_expected_work_power)+((machine_processing_cost_fixed*machine_processing_cost_fixed)>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)--6.75))),385.54165616998097
(-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*(pair_expected_work_power+(machine_capacity>machine_cooldown)))>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)-6.5))),385.54165616998097
(-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*(pair_number_of_alternative_machines/((-1.75>(machine_capacity/(warehouse_utilization_rate*(machine_processing_cost_per_second>((machine_replacement_cooldown>(pair_number_of_alternative_operations/-5.0))>pair_expected_work_power)))))*(machine_processing_cost_per_second>((((job_relative_deadline>job_relative_deadline)>4.5)<(pair_number_of_alternative_operations/(pair_number_of_alternative_machines/job_relative_deadline)))>pair_expected_work_power)))))>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)--1.25))),385.54165616998097
(-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*(pair_number_of_alternative_machines/((-1.75>(((pair_expected_work_power+(machine_capacity>machine_cooldown))*((job_relative_deadline>pair_expected_work_power)--1.25))/(warehouse_utilization_rate*(machine_processing_cost_per_second>((machine_replacement_cooldown>(pair_number_of_alternative_operations/-5.0))>-6.75)))))*(machine_processing_cost_per_second>(((-1.75>4.5)>(pair_number_of_alternative_operations/(pair_number_of_alternative_machines/machine_processing_cost_fixed)))*pair_expected_work_power)))))>(machine_capacity>machine_cooldown)))*(((job_relative_deadline>6.5)>pair_expected_work_power)--1.25))),385.54165616998097
(-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*machine_processing_cost_fixed)>(machine_capacity>machine_cooldown)))*(((job_relative_deadline>6.5)>pair_expected_work_power)-9.75))),385.54165616998097
(-0.75*((pair_expected_work_power+((-4.75/(operation_windup*warehouse_utilization_rate))>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)--1.25))),385.54165616998097
(-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*((pair_number_of_alternative_machines>pair_expected_work_power)--1.25))>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)--6.75))),385.54165616998097
(-0.75*((pair_expected_work_power+(machine_capacity>machine_cooldown))*((job_relative_deadline>pair_expected_work_power)--1.25))),385.54165616998097
(-0.75*(((((-1.75>4.5)>((machine_processing_cost_fixed*(pair_number_of_alternative_machines/((-1.75>(machine_capacity/(warehouse_utilization_rate/(machine_processing_cost_per_second>((machine_replacement_cooldown>(pair_number_of_alternative_operations/-5.0))>pair_expected_work_power)))))*(machine_processing_cost_per_second>((pair_expected_work_power>6.5)>pair_expected_work_power)))))/-5.0))>pair_expected_work_power)+(4.5>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)--6.75))),385.54165616998097
(-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*machine_processing_cost_fixed)>((machine_processing_cost_fixed*pair_expected_work_power)>machine_cooldown)))*(((job_relative_deadline>6.5)>pair_expected_work_power)-9.75))),385.54165616998097
(-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*machine_processing_cost_fixed)>machine_cooldown))*((job_relative_deadline>pair_expected_work_power)--6.75))),385.54165616998097
(-0.75-((pair_expected_work_power+((-0.75*((pair_expected_work_power+(machine_capacity>machine_cooldown))*((job_relative_deadline>pair_expected_work_power)--1.25)))>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)-(machine_capacity/-5.0)))),385.54165616998097
(-0.75*((pair_expected_work_power+(machine_processing_energy_fixed>machine_cooldown))*(((machine_processing_cost_per_second>job_relative_deadline)>pair_expected_work_power)--1.25))),385.54165616998097
(-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*(pair_number_of_alternative_machines/((-1.75>(machine_capacity/(warehouse_utilization_rate*(machine_processing_cost_per_second>((machine_replacement_cooldown>(pair_number_of_alternative_operations/-5.0))>pair_expected_work_power)))))*(machine_processing_cost_per_second>((((job_relative_deadline>job_relative_deadline)>4.5)>(pair_number_of_alternative_operations/(machine_processing_cost_fixed/job_relative_deadline)))>pair_expected_work_power)))))>machine_cooldown))*((((job_relative_deadline>6.5)>pair_expected_work_power)--6.75)--1.25))),385.54165616998097
(-0.75*((pair_expected_work_power+(((-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*(job_relative_deadline>6.5))>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)--6.75)))*(pair_number_of_alternative_machines/((-1.75>(((pair_expected_work_power+(machine_capacity>machine_cooldown))*((job_relative_deadline>pair_expected_work_power)--1.25))/(warehouse_utilization_rate*(machine_processing_cost_per_second>((machine_replacement_cooldown>(pair_number_of_alternative_operations/-5.0))>-6.75)))))*(machine_processing_cost_per_second>(((-1.75>4.5)>(pair_number_of_alternative_operations/(pair_number_of_alternative_machines-machine_processing_cost_fixed)))*pair_expected_work_power)))))>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)--1.25))),385.54165616998097
(-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*(pair_number_of_alternative_machines/machine_cooldown))>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)--1.25))),385.54165616998097
(-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*pair_expected_processing_time)>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)-(machine_capacity/-5.0)))),385.54165616998097
(-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*pair_expected_work_power)>machine_cooldown))*(((machine_processing_cost_per_second>job_relative_deadline)>pair_expected_work_power)--1.25))),385.54165616998097
((-0.75*((pair_expected_work_power+(machine_capacity>machine_cooldown))*((job_relative_deadline>pair_expected_work_power)--1.25)))*((pair_expected_work_power+((machine_processing_cost_fixed*pair_expected_work_power)>machine_cooldown))*(((job_relative_deadline>machine_cooldown)>pair_expected_work_power)--1.25))),385.54165616998097
(-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*(pair_number_of_alternative_machines/((-1.75>(((pair_expected_work_power+(machine_capacity>machine_cooldown))*((job_relative_deadline>pair_expected_work_power)--1.25))/(warehouse_utilization_rate*((machine_capacity/-5.0)>((machine_replacement_cooldown>(pair_number_of_alternative_operations>-5.0))>-6.75)))))*(machine_processing_cost_per_second>(((-1.75>4.5)>(pair_number_of_alternative_operations/(pair_number_of_alternative_machines/machine_processing_cost_fixed)))*pair_expected_work_power)))))>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)--1.25))),385.54165616998097
(-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*(pair_number_of_alternative_machines/((-1.75>(machine_capacity/(warehouse_utilization_rate*(machine_processing_cost_per_second>((machine_replacement_cooldown>(pair_number_of_alternative_operations/-5.0))>pair_expected_work_power)))))*(machine_processing_cost_per_second>((((job_relative_deadline-job_relative_deadline)>4.5)>(pair_number_of_alternative_operations/(6.5/machine_processing_cost_fixed)))>pair_expected_work_power)))))>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)--1.25))),385.54165616998097
(-0.75*(((((-1.75>4.5)>((machine_processing_cost_fixed*(pair_number_of_alternative_machines/((-1.75>(machine_capacity/(warehouse_utilization_rate*(machine_processing_cost_per_second>((machine_replacement_cooldown>(pair_number_of_alternative_operations/-5.0))>pair_expected_work_power)))))*(machine_processing_cost_per_second>((pair_expected_work_power/(pair_number_of_alternative_operations/(pair_number_of_alternative_machines/machine_processing_cost_fixed)))>pair_expected_work_power)))))/-5.0))>pair_expected_work_power)+(4.5>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)--6.75))),385.54165616998097
(-0.75*((pair_expected_work_power+(((machine_processing_cost_per_second-machine_processing_cost_fixed)>machine_processing_cost_fixed)>machine_cooldown))*(((job_relative_deadline>-4.0)>pair_expected_work_power)--1.25))),385.54165616998097
(-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*(pair_number_of_alternative_machines/((-1.75>(machine_capacity/(warehouse_utilization_rate*(machine_processing_cost_per_second>((machine_replacement_cooldown>(pair_number_of_alternative_operations/-5.0))>pair_expected_work_power)))))*(machine_processing_cost_per_second>((((job_relative_deadline>job_relative_deadline)>4.5)>(pair_number_of_alternative_operations/(6.5/machine_processing_cost_fixed)))>pair_expected_work_power)))))>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)--1.25))),385.54165616998097
(-0.75*((pair_expected_work_power+((-4.75/((machine_processing_cost_per_second+operation_windup)*warehouse_utilization_rate))>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)--1.25))),385.54165616998097
(-0.75*((pair_expected_work_power+((machine_processing_cost_fixed<(pair_number_of_alternative_machines/((-1.75>(((pair_expected_work_power+(machine_capacity>machine_cooldown))*((job_relative_deadline>pair_expected_work_power)--1.25))/-6.75))*(machine_processing_cost_per_second>(((-1.75>4.5)>(pair_number_of_alternative_operations/(pair_number_of_alternative_machines/machine_processing_cost_fixed)))>pair_expected_work_power)))))>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)--1.25))),385.54165616998097
(-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*machine_processing_cost_fixed)>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)--6.75))),385.54165616998097
(-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*job_relative_deadline)>machine_cooldown))*(((job_relative_deadline>job_relative_deadline)>pair_expected_work_power)--1.25))),385.54165616998097
((-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*(pair_expected_work_power/(job_remaining_number_of_operations+machine_replacement_cooldown)))>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)--1.25)))*((pair_expected_work_power+((machine_processing_cost_fixed*((pair_number_of_alternative_machines>pair_expected_work_power)--1.25))>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)--6.75))),385.54165616998097
(-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*9.5)>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)--1.25))),385.54165616998097
(-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*(pair_number_of_alternative_machines/((-1.75>(((pair_expected_work_power+(machine_capacity>machine_cooldown))*((job_relative_deadline>job_remaining_work_to_complete)--1.25))/(warehouse_utilization_rate*(machine_processing_cost_per_second>((machine_replacement_cooldown>(pair_number_of_alternative_operations/-5.0))>-6.75)))))*(machine_processing_cost_per_second>(((-1.75>4.5)>(pair_number_of_alternative_operations/(pair_number_of_alternative_machines/machine_processing_cost_fixed)))*pair_expected_work_power)))))>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)--1.25))),385.54165616998097
(-0.75*((pair_expected_work_power+(machine_processing_energy_fixed>machine_cooldown))*(((machine_processing_cost_per_second>job_relative_deadline)>pair_expected_work_power)-9.5))),385.54165616998097
(-0.75*((pair_expected_work_power+((-0.75*(operation_cooldown>pair_expected_work_power))>machine_cooldown))*(((job_relative_deadline>(machine_capacity+pair_expected_work_power))>pair_expected_work_power)--1.25))),385.54165616998097
(-0.75*((pair_expected_work_power+(((job_remaining_number_of_operations-machine_processing_cost_fixed)*machine_processing_cost_fixed)>machine_cooldown))*(((job_relative_deadline>-4.0)>pair_expected_work_power)--1.25))),385.54165616998097
((-0.75*((pair_expected_work_power+(machine_capacity>machine_cooldown))*((job_relative_deadline>pair_expected_work_power)--1.25)))*((pair_expected_work_power+((machine_processing_cost_fixed*pair_expected_work_power)>machine_cooldown))*(((machine_cooldown>job_relative_deadline)>pair_expected_work_power)-2.5))),385.54165616998097
(-0.75*(((((-1.75>4.5)>((machine_processing_cost_fixed*(pair_number_of_alternative_machines/((-1.75>(machine_capacity/(warehouse_utilization_rate*(machine_processing_cost_per_second>((machine_replacement_cooldown>(-1.25/-5.0))>pair_expected_work_power)))))*(machine_processing_cost_per_second>((pair_expected_work_power>6.5)>pair_expected_work_power)))))/-5.0))>pair_expected_work_power)+(4.5>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)--6.75))),385.54165616998097
(-5.5*((pair_expected_work_power+((machine_processing_cost_fixed*(pair_expected_work_power+(machine_capacity>machine_cooldown)))>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)--1.25))),385.54165616998097
(-0.75*((pair_expected_work_power+(((-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*(job_relative_deadline>6.5))>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)--6.75)))*(pair_number_of_alternative_machines/((-1.75>(((pair_expected_work_power+(machine_capacity>machine_cooldown))*((job_relative_deadline>pair_expected_work_power)--1.25))/(warehouse_utilization_rate*(machine_processing_cost_per_second>((machine_replacement_cooldown>(pair_number_of_alternative_operations/-5.0))>-6.75)))))*(machine_processing_cost_per_second>(((-1.75>4.5)>(pair_number_of_alternative_operations/(pair_number_of_alternative_machines/machine_processing_cost_fixed)))*pair_expected_work_power)))))>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)--1.25))),385.54165616998097
(-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*(pair_number_of_alternative_machines/((-1.75>(machine_capacity/(warehouse_utilization_rate*(machine_processing_cost_per_second>((machine_replacement_cooldown>(pair_number_of_alternative_operations/-5.0))>pair_expected_work_power)))))*(machine_processing_cost_per_second>((((job_relative_deadline>job_relative_deadline)>4.5)>(pair_number_of_alternative_operations/(pair_number_of_alternative_machines/machine_processing_cost_fixed)))>pair_expected_work_power)))))>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)--1.25))),385.54165616998097
(-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*(pair_number_of_alternative_machines/((-1.75>(machine_capacity/(warehouse_utilization_rate*(machine_processing_cost_per_second>((machine_replacement_cooldown>(pair_number_of_alternative_operations/-5.0))>pair_expected_work_power)))))*(machine_processing_cost_per_second>((((job_relative_deadline>job_relative_deadline)>4.5)>(pair_number_of_alternative_operations/(machine_cooldown/machine_processing_cost_fixed)))>pair_expected_work_power)))))>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)--1.25))),385.54165616998097
(-0.75*(((((-1.75>4.5)>((machine_processing_cost_fixed*(pair_number_of_alternative_machines/((-1.75>(machine_capacity/-0.75))*(machine_processing_cost_per_second>((pair_expected_work_power>6.5)>pair_expected_work_power)))))/-5.0))>pair_expected_work_power)+(4.5>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)--6.75))),385.54165616998097
(-0.75*((pair_expected_work_power+(((-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*(job_relative_deadline>6.5))>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)--6.75)))*(pair_number_of_alternative_machines/((-1.75>(((((machine_replacement_cooldown>(pair_number_of_alternative_operations/-5.0))>-6.75)+(machine_capacity>machine_cooldown))*((job_relative_deadline>pair_expected_work_power)--1.25))/(warehouse_utilization_rate*(machine_processing_cost_per_second>((machine_replacement_cooldown>(pair_number_of_alternative_operations/-5.0))>-6.75)))))*(machine_processing_cost_per_second>(((-1.75>4.5)>(pair_number_of_alternative_operations/(pair_number_of_alternative_machines/machine_processing_cost_fixed)))*pair_expected_work_power)))))>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)--1.25))),385.54165616998097
(-0.75*((pair_expected_work_power+(machine_capacity>machine_cooldown))*((((job_relative_deadline>job_relative_deadline)>pair_expected_work_power)-2.5)--1.25))),385.54165616998097
(-0.75*((pair_expected_work_power+((-0.75*((pair_expected_work_power+(machine_capacity>machine_cooldown))*((job_relative_deadline>pair_expected_work_power)--1.25)))>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)-(machine_capacity/-5.0)))),385.54165616998097
(-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*(pair_number_of_alternative_machines/(warehouse_utilization_rate*(machine_processing_cost_per_second>(((-1.75>4.5)>(pair_number_of_alternative_operations/(pair_number_of_alternative_machines/machine_processing_cost_fixed)))>pair_expected_work_power)))))>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)--1.25))),385.54165616998097
(-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*machine_processing_cost_fixed)>((machine_processing_cost_fixed*pair_expected_work_power)>machine_cooldown)))*(((job_relative_deadline>6.5)>pair_expected_work_power)--6.75))),385.54165616998097
(-0.75*((pair_expected_work_power+((((job_relative_deadline>6.5)>pair_expected_work_power)*machine_processing_cost_fixed)>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)--1.25))),385.54165616998097
(-0.75*((pair_expected_work_power+(((-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*(job_relative_deadline>6.5))>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)-((job_relative_deadline>job_relative_deadline)>pair_expected_work_power))))*(pair_number_of_alternative_machines/((-1.75>(((pair_expected_work_power+(machine_capacity>machine_cooldown))*((job_relative_deadline>pair_expected_work_power)--1.25))/(warehouse_utilization_rate*(machine_processing_cost_per_second>((machine_replacement_cooldown>(pair_number_of_alternative_operations/-5.0))>-6.75)))))*(machine_processing_cost_per_second>(((-1.75>4.5)>(pair_number_of_alternative_operations/(pair_number_of_alternative_machines/machine_processing_cost_fixed)))*pair_expected_work_power)))))>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)--1.25))),385.54165616998097
(-0.75*((pair_expected_work_power+((-0.75*(pair_number_of_alternative_machines/((-1.75>(((pair_expected_work_power+(machine_capacity>machine_cooldown))*((job_relative_deadline>job_remaining_work_to_complete)--1.25))/(warehouse_utilization_rate*(machine_processing_cost_per_second>((machine_replacement_cooldown>(pair_number_of_alternative_operations/-5.0))>-6.75)))))*(machine_processing_cost_per_second>(((-1.75>4.5)>(pair_number_of_alternative_operations/(pair_number_of_alternative_machines/machine_processing_cost_fixed)))*pair_expected_work_power)))))>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)--1.25))),385.54165616998097
(-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*pair_expected_processing_time)>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)--6.75))),385.54165616998097
(-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*(pair_number_of_alternative_machines/((-1.75>(((pair_expected_work_power+(machine_capacity>machine_cooldown))*((job_relative_deadline>pair_expected_work_power)--1.25))/-6.75))*(machine_processing_cost_per_second>(((-1.75>4.5)>(pair_number_of_alternative_operations/(pair_number_of_alternative_machines/machine_processing_cost_fixed)))>pair_expected_work_power)))))>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)--1.25))),385.54165616998097
(-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*(pair_number_of_alternative_machines/((-1.75>(((pair_expected_work_power+(machine_capacity>machine_cooldown))*((job_relative_deadline>pair_expected_work_power)--1.25))/(warehouse_utilization_rate*((machine_capacity/-5.0)>((machine_replacement_cooldown>(pair_number_of_alternative_operations/-5.0))>-6.75)))))*(machine_processing_cost_per_second>(((-1.75>4.5)>(pair_number_of_alternative_operations/(pair_number_of_alternative_machines/machine_processing_cost_fixed)))*pair_expected_work_power)))))>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)--1.25))),385.54165616998097
